[2025-09-25T14:39:16.487466] Visitor: bdccbb24 | Session: 2bcbc855 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-11T21:54:04.002464] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-11T21:55:40.036197] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-11T21:55:40.039608] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Changed League from 'Rising Star' to 'Unknown League'
[2025-10-11T21:55:40.135939] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-11T21:55:40.358905] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-11T21:55:40.533452] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-11T21:55:45.511853] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-11T21:55:45.516310] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Changed Your Team from 'All Teams' to 'Beige'
[2025-10-11T21:55:45.567907] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-11T21:55:45.692076] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-11T21:55:45.825460] Visitor: 6bc3aa0f | Session: c9ccb30b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-11T22:20:12.545343] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-11T22:20:12.743476] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-11T22:20:12.953391] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-11T22:20:13.131853] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-11T22:20:16.934637] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-11T22:20:17.031293] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-11T22:20:17.232067] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-11T22:20:17.400948] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-11T22:20:19.493494] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-11T22:20:19.495927] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Changed League from 'Rising Star' to 'Unknown League'
[2025-10-11T22:20:19.563463] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-11T22:20:19.731710] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-11T22:20:19.904115] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-11T22:20:29.995900] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-11T22:20:30.011471] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Changed Opponent Team from 'No Opponent' to 'Beige'
[2025-10-11T22:20:30.013103] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Changed Opponent Player from 'No Opponent' to 'All Players'
[2025-10-11T22:20:30.068940] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-11T22:20:30.310841] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-11T22:20:30.496704] Visitor: 6bc3aa0f | Session: 1f04bc49 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-20T18:17:25.964042] Visitor: deed46ba | Session: b3a3fc98 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-20T18:17:26.461042] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-20T18:17:26.717194] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-20T18:17:26.965432] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-20T18:17:52.392524] Visitor: deed46ba | Session: b3a3fc98 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-20T18:17:52.396390] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Changed League from 'Rising Star' to 'Unknown League'
[2025-10-20T18:17:52.592166] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-20T18:17:52.823700] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-20T18:17:53.071599] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-10-20T18:17:56.327467] Visitor: deed46ba | Session: b3a3fc98 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-10-20T18:17:56.329480] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Changed League from 'Unknown League' to 'Rising Star'
[2025-10-20T18:17:56.493523] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-10-20T18:17:56.711330] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-10-20T18:17:56.960538] Visitor: deed46ba | Session: b3a3fc98 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-13T23:54:19.149273] Visitor: 5f53543c | Session: 575fb152 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-13T23:54:19.492493] Visitor: 5f53543c | Session: 575fb152 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-13T23:54:19.649877] Visitor: 5f53543c | Session: 575fb152 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-13T23:54:19.845347] Visitor: 5f53543c | Session: 575fb152 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-13T23:57:29.607633] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-13T23:57:29.778122] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-13T23:57:29.939046] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-13T23:57:30.122449] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-13T23:57:34.549415] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-13T23:57:34.566515] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Changed Your Team from 'All Teams' to 'Beige'
[2025-11-13T23:57:34.642906] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-13T23:57:34.816861] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-13T23:57:34.936424] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-13T23:57:37.701442] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-13T23:57:37.706936] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Changed League from 'Rising Stars S1' to 'Rising Stars S2'
[2025-11-13T23:57:37.792408] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-13T23:57:37.901720] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-13T23:57:38.025569] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-13T23:57:40.767666] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-13T23:57:40.774398] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Changed Your Team from 'Beige' to 'Black'
[2025-11-13T23:57:40.833688] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-13T23:57:41.001188] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-13T23:57:41.140810] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:01:33.203748] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:01:33.304076] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:01:33.508571] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:01:33.659147] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:01:36.024571] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:01:36.026538] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Changed League from 'Rising Stars S1' to 'Rising Stars S2'
[2025-11-14T00:01:36.092360] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:01:36.220258] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:01:36.372464] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:01:37.812180] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:01:37.822591] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Changed Your Team from 'All Teams' to 'Black'
[2025-11-14T00:01:37.869236] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:01:37.988695] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:01:38.111237] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:01:44.248806] Visitor: 5f53543c | Session: 7841457b | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:01:44.263712] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Changed Opponent Team from 'No Opponent' to 'Beige'
[2025-11-14T00:01:44.264813] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Changed Opponent Player from 'No Opponent' to 'All Players'
[2025-11-14T00:01:44.340757] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:01:44.505241] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:01:44.638242] Visitor: 5f53543c | Session: 7841457b | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:03:04.245659] Visitor: 3a52a378 | Session: 8bfa0530 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:03:04.403394] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:03:04.576739] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:03:04.761746] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:03:08.515967] Visitor: 3a52a378 | Session: 8bfa0530 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:03:08.541679] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Changed Your Team from 'All Teams' to 'Black'
[2025-11-14T00:03:08.637181] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:03:08.794204] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:03:08.928910] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:03:11.311468] Visitor: 3a52a378 | Session: 8bfa0530 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:03:11.316141] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Changed League from 'Rising Stars S1' to 'Rising Stars S2'
[2025-11-14T00:03:11.416099] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:03:11.538116] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:03:11.660681] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:03:15.479529] Visitor: 3a52a378 | Session: 8bfa0530 | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:03:15.490152] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Changed Your Team from 'Black' to 'Beige'
[2025-11-14T00:03:15.536485] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:03:15.673490] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:03:15.796945] Visitor: 3a52a378 | Session: 8bfa0530 | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:06:41.623801] Visitor: 3a52a378 | Session: c324e20c | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:06:41.787418] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:06:41.940421] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:06:42.118210] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:06:50.356593] Visitor: 3a52a378 | Session: c324e20c | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:06:50.362917] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Changed League from 'Rising Stars S1' to 'Rising Stars S2'
[2025-11-14T00:06:50.464204] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:06:50.585006] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:06:50.724897] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:07:33.056269] Visitor: 3a52a378 | Session: c324e20c | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:07:33.093720] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Changed Your Team from 'All Teams' to 'Black'
[2025-11-14T00:07:33.202227] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:07:33.368142] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:07:33.503869] Visitor: 3a52a378 | Session: c324e20c | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
[2025-11-14T00:11:38.243956] Visitor: 3a52a378 | Session: 487d030a | Action: page_visit | User visited Basketball Analytics Dashboard
[2025-11-14T00:11:38.415673] Visitor: 3a52a378 | Session: 487d030a | Action: interaction | Viewed Efficiency Distribution (box_plot)
[2025-11-14T00:11:38.584234] Visitor: 3a52a378 | Session: 487d030a | Action: interaction | Viewed Top Players by Average Efficiency (bar_chart)
[2025-11-14T00:11:38.770113] Visitor: 3a52a378 | Session: 487d030a | Action: interaction | Viewed Top Players by True Shooting Percentage (bar_chart)
